Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
148647,563,94168,8,0,1
79123,374,13725,60,1,1
126090,399,7793,4,1,1
149988,501,23224,31,0,1
111648,363,55924,17,0,1
31793,450,21382,84,0,1
155170,795,28520,11,1,1
69775,605,54108,24,1,1
92105,759,73083,25,0,1
149337,741,59186,4,1,1
79111,622,61490,11,0,1
128406,629,100228,7,0,1
185117,334,94658,22,0,1
82624,470,39868,48,1,1
90250,660,26242,33,1,1
178601,375,93803,23,0,1
110784,380,43068,10,1,1
91106,701,48938,53,0,1
124430,348,65473,38,1,1
33258,591,20262,17,0,1
101653,626,16365,25,1,1
85180,453,11673,19,0,1
174289,691,43026,17,0,0
154674,680,73703,26,1,1
184716,321,117605,26,0,1
122692,629,80702,12,1,1
120174,589,93968,28,0,1
82057,650,9660,39,0,0
69774,779,18278,35,0,0
152966,354,64882,21,0,1
178628,794,45089,4,0,0
177151,394,74963,22,0,1
44084,504,10519,112,1,1
46282,398,36200,58,1,1
167030,348,43731,16,1,1
68882,422,39928,17,1,1
97402,765,21831,51,0,1
102192,531,62654,43,0,1
145149,579,94214,19,1,1
145894,358,89984,27,0,1
40952,754,10478,22,1,1
181896,647,72381,11,1,1
121577,717,54404,11,0,0
105646,684,48618,4,0,0
56141,693,36036,17,1,1
54010,682,37406,68,1,1
76644,697,27298,50,0,1
33587,702,2360,61,1,1
82575,744,25311,6,0,0
159172,389,84006,29,1,1
22100,423,8089,25,0,1
63229,360,42883,32,0,1
115639,438,80732,5,1,1
61439,504,25315,57,1,1
80624,414,43550,52,0,1
30920,350,24481,148,1,1
54877,774,33309,50,1,1
87577,579,18965,52,0,1
94928,588,44172,24,0,0
43740,427,2067,94,0,1
111189,658,28703,35,1,1
106552,707,21565,29,0,0
59166,426,41404,63,1,1
102548,717,2582,29,0,0
46882,730,21289,30,1,1
137347,310,59839,17,0,1
126457,316,26787,10,1,1
115937,816,4561,24,0,0
72179,304,29915,13,0,1
130928,808,42423,8,1,1
110927,839,75983,30,0,1
53803,483,20806,40,0,1
84302,634,58978,29,1,1
118402,570,29022,24,0,0
142562,355,95723,18,1,1
170121,381,105296,27,1,1
126067,519,44266,26,1,1
165156,540,85480,10,1,1
184417,771,144376,16,0,1
142868,350,32835,12,1,1
43252,571,1391,48,0,0
62976,326,24585,70,1,1
83411,522,19829,20,1,1
198942,436,149248,9,1,1
87915,340,18481,19,1,1
62956,704,25645,55,0,1
63342,749,16516,56,0,1
160225,646,19440,29,0,0
82468,486,38698,7,0,1
20034,366,11106,163,0,1
65924,828,20224,35,0,0
97836,806,10253,49,0,0
196335,794,85169,13,0,0
90445,650,51987,14,0,0
104831,746,80868,40,0,1
164471,526,4860,7,0,1
94539,551,21280,20,0,0
183949,454,130174,7,1,1
142385,523,10887,12,1,1
28852,707,10789,108,1,1
136116,303,74205,13,1,1
82400,687,22958,8,1,1
183552,815,36460,13,1,1
29854,784,2757,82,0,1
90844,318,57928,54,1,1
152733,471,60433,21,1,1
117321,302,21958,28,0,1
84254,714,47770,20,1,1
127904,372,76192,18,1,1
102591,797,77834,46,0,1
157027,522,92617,27,1,1
92822,379,67333,23,1,1
174475,622,4724,14,1,1
57466,726,20437,58,0,1
54547,527,17859,80,1,1
54278,403,36917,28,0,1
106388,595,45490,39,0,0
24268,304,6978,40,1,1
62820,440,39769,28,1,1
98688,476,22183,47,1,1
140873,816,9416,26,0,0
73747,761,43137,53,1,1
106462,597,51847,8,0,0
40194,504,19859,54,1,1
100202,778,79572,42,1,1
26422,632,15037,146,1,1
168732,696,64292,10,0,0
60413,506,8820,51,0,1
35559,444,3741,90,1,1
54710,307,28439,20,1,1
103533,760,67396,48,1,1
106650,811,69516,45,1,1
105925,667,47145,35,0,0
86785,781,36992,38,0,0
33710,695,15627,116,1,1
128770,843,39164,10,0,0
38688,724,12563,77,1,1
47921,457,17822,34,1,1
38012,824,21041,114,1,1
21294,447,4302,85,1,1
131621,317,102650,29,0,1
143195,342,60327,6,0,1
127009,498,82554,6,1,1
60339,517,43138,63,1,1
65444,346,48927,40,0,1
180291,847,8968,10,1,1
75729,575,38905,64,0,1
187240,367,125683,23,1,1
55370,579,11017,48,1,1
74983,671,40937,40,1,1
23455,605,2384,110,1,1
112782,686,40210,33,0,0
150617,528,33927,28,0,1
173217,346,114297,8,0,1
181740,556,39571,12,0,0
43599,662,10169,91,1,1
93496,317,26062,38,1,1
30713,532,19465,36,1,1
143513,592,58250,27,1,1
179819,674,81940,6,0,0
131505,573,95586,29,0,1
20968,812,13363,186,0,1
188135,832,135821,16,1,1
169566,730,65144,9,0,0
132554,331,48263,35,1,1
63449,770,32494,51,1,1
74994,401,13613,45,0,1
125606,486,29001,34,0,1
44188,842,31719,24,0,1
58451,690,23274,49,1,1
183278,323,41045,17,0,1
140630,447,86690,13,1,1
138046,814,4535,31,0,0
79768,782,55232,62,0,1
132305,623,105785,17,1,1
195924,587,118080,18,1,1
38507,755,17266,84,1,1
73090,837,54644,13,0,1
75084,773,5345,51,1,1
103992,805,8612,42,1,1
153674,699,54082,10,0,0
89094,824,54873,38,0,1
25991,459,16695,23,1,1
59567,543,27158,73,0,1
50019,328,22871,92,0,1
46153,458,36390,91,1,1
153888,437,86046,4,1,1
125326,697,5803,35,0,0
139192,435,64051,13,0,1
121612,536,37031,16,1,1
179245,765,64598,4,1,1
130290,802,61324,20,1,1
79057,495,24220,34,1,1
147621,752,97958,13,0,1
192543,523,85647,6,1,1
185707,343,84438,26,1,1
113710,430,13270,41,1,1
155417,580,35525,15,0,0
116375,821,28425,34,0,0
101622,365,64359,24,0,1
59946,532,22148,79,0,1
125013,848,15920,27,1,1
159936,376,77386,4,1,1
181981,757,15008,22,0,0
187460,609,70994,24,1,1
154316,598,55003,14,1,1
26485,537,15000,123,1,1
37404,742,5414,51,1,1
77312,810,44378,49,0,0
113078,810,60376,25,0,0
193682,749,28383,10,1,1
29894,439,3907,140,1,1
193510,611,43907,24,0,0
65888,607,25635,16,1,1
164176,655,97844,28,1,1
84864,743,4141,35,1,1
98614,598,62727,30,1,1
66317,425,49693,41,1,1
94300,384,64839,48,1,1
131331,365,1385,25,1,1
62352,469,34660,16,0,1
167991,373,76151,28,0,1
98604,580,63850,49,1,1
174874,561,54318,23,1,1
95445,326,17433,14,1,1
194178,547,8516,9,0,1
186308,656,101786,3,0,0
166231,493,99857,19,1,1
52273,686,28122,61,1,1
20392,442,13232,125,1,1
92845,478,18619,7,0,1
198270,525,155241,11,0,1
74724,748,37289,43,0,0
147984,666,98041,30,0,1
144348,763,10459,31,1,1
186635,611,106802,12,0,0
97008,327,22522,46,0,1
111871,364,40851,31,1,1
133844,614,107037,10,1,1
48847,692,33087,43,0,1
77195,368,39309,54,1,1
180521,642,42405,15,0,0
199649,749,69867,14,0,0
179345,346,57710,3,1,1
66897,642,5164,41,0,0
95641,561,53341,42,1,1
67334,846,15987,59,0,1
142898,546,9664,14,1,1
92349,687,49993,11,1,1
172111,502,94742,8,0,1
88344,768,68771,44,1,1
76008,365,58334,18,0,1
23660,629,8990,100,1,1
190559,745,25840,17,0,0
158500,682,7763,23,0,0
160486,791,12242,13,1,1
172645,386,25143,15,0,1
79989,743,36052,45,1,1
185493,406,128371,3,0,1
45511,346,27567,99,1,1
98955,431,60525,26,0,1
188378,302,113148,7,0,1
38901,681,6872,57,0,1
125970,334,25207,6,0,1
68501,814,22970,48,1,1
197020,634,45092,7,1,1
45123,596,2789,33,1,1
145933,337,42292,8,0,1
103822,445,13510,6,1,1
85496,510,19435,45,0,1
55816,584,3064,13,1,1
173906,433,47163,9,0,1
119032,443,4608,40,0,1
39798,416,9389,46,1,1
78622,403,15930,22,0,1
67588,829,8650,44,0,0
83768,560,54965,32,1,1
53093,521,13168,46,1,1
98105,753,1652,33,0,0
173000,824,113564,19,0,1
65578,355,24370,65,0,1
138965,784,108602,33,0,1
193505,669,124705,8,0,1
126106,394,91224,21,0,1
125980,679,74756,21,0,0
147906,699,49461,10,0,0
35880,726,10835,90,0,1
143923,678,33664,13,1,1
61747,595,18746,54,1,1
103304,538,28312,26,1,1
186144,647,41395,11,1,1
121779,805,20757,35,1,1
108802,786,21532,9,1,1
71515,529,18789,36,0,1
127695,636,99183,29,1,1
195310,326,27546,16,1,1
58565,603,31827,71,0,1
192300,379,26213,16,1,1
196635,812,27609,5,1,1
191908,501,24169,18,0,1
26061,809,16531,71,0,1
35448,782,26395,44,0,1
91793,849,56523,49,1,1
165734,443,73115,18,0,1
54554,425,27098,43,0,1
135873,706,43377,12,1,1
171559,468,78735,17,1,1
73769,495,8135,59,1,1
173375,607,57421,3,1,1
152547,381,15396,31,0,1
120471,599,61314,35,0,0
138357,326,90381,23,0,1
106150,525,15540,41,0,1
122139,410,46862,13,0,1
125212,552,79857,33,1,1
41313,499,8589,48,1,1
76477,787,28476,63,1,1
199739,580,27316,20,1,1
167679,571,17272,6,0,0
149400,521,10687,5,1,1
43892,406,1683,71,1,1
26531,348,6293,95,0,1
158841,727,122350,20,0,1
162682,333,115841,5,0,1
96540,447,27289,13,1,1
106278,609,35227,38,0,0
74926,626,5894,23,1,1
145319,398,110750,25,0,1
162487,691,11464,5,1,1
45921,388,8602,81,0,1
45627,616,9870,13,1,1
195376,304,137512,7,0,1
44121,422,31105,31,1,1
55839,796,40817,17,0,1
144895,822,65337,20,1,1
132381,492,10404,33,0,1
29832,811,21141,83,0,1
52011,593,17351,30,0,0
111318,590,10979,7,0,0
107953,523,7736,24,1,1
193510,489,18414,15,1,1
110280,645,43359,14,0,0
101759,376,19209,5,1,1
147548,366,77513,24,1,1
157812,667,52174,20,1,1
169477,526,9028,5,1,1
174887,648,119336,19,1,1
74580,674,52006,38,1,1
68295,759,48474,68,0,1
60910,699,9733,51,1,1
116195,326,51171,18,0,1
25912,343,10635,40,1,1
78322,305,34373,38,1,1
88334,341,59337,43,0,1
20899,721,9871,152,0,1
46290,797,36146,30,0,1
143656,717,26188,11,0,0
112058,465,31063,12,0,1
67443,479,11159,61,1,1
160522,584,43826,22,0,0
70490,666,39735,63,1,1
20337,579,1639,54,1,1
178686,418,98786,11,0,1
84559,655,4893,57,1,1
103541,753,22591,14,0,0
134473,596,84827,9,1,1
165889,341,122729,26,0,1
53456,317,2555,18,1,1
183069,594,64592,14,1,1
180763,640,134834,7,0,1
95474,780,54738,43,1,1
184838,431,10545,22,0,1
188180,822,146611,26,0,1
121063,527,66237,22,0,1
141807,418,20124,34,0,1
193186,755,63796,11,1,1
103607,639,43357,39,1,1
117538,613,72399,5,1,1
170972,300,113702,18,0,1
114184,456,80657,34,1,1
118897,368,51922,6,1,1
140507,546,60290,14,1,1
136405,344,53307,7,1,1
136433,724,30185,8,1,1
98339,359,47886,14,0,1
154225,587,63771,11,1,1
187810,707,71609,12,1,1
150782,484,106212,17,0,1
93920,488,19459,22,1,1
75729,608,1312,50,0,1
40975,765,11086,32,0,0
109655,552,79689,28,0,1
160136,646,61101,16,1,1
120708,478,74806,31,1,1
62507,584,25177,25,1,1
82694,518,44067,23,0,1
197119,598,48522,14,0,0
104451,850,69860,13,1,1
32082,586,5581,19,1,1
68187,392,11350,49,0,1
97461,460,19197,45,0,1
99176,389,61818,31,0,1
114157,546,24080,38,1,1
178367,514,2298,20,1,1
53083,663,15119,13,0,0
173713,460,12837,21,1,1
113924,307,20821,15,0,1
44961,349,16686,26,0,1
117955,531,80193,31,1,1
178257,363,16239,2,0,1
172506,649,27070,19,1,1
68288,648,47893,43,1,1
36774,826,12596,79,1,1
137832,446,1061,14,1,1
76936,439,6429,26,1,1
142021,847,38337,7,1,1
95923,751,33120,24,1,1
51003,602,13832,55,0,1
195657,762,113173,19,1,1
109124,359,24172,25,1,1
37536,428,26682,17,0,1
189870,628,144508,19,0,1
193586,375,16695,23,0,1
84462,370,15926,58,1,1
184118,752,102287,3,1,1
73607,643,9879,28,0,0
199294,797,142335,6,1,1
38772,441,27828,76,1,1
116373,724,66271,16,0,0
94990,455,41837,47,0,1
30496,329,15862,69,1,1
169369,850,39929,24,0,0
74310,446,29662,29,1,1
119640,689,28353,37,0,0
160344,564,65341,7,0,0
128195,650,10381,33,1,1
157309,442,13353,4,0,1
194928,331,93562,15,0,1
123001,599,57502,13,1,1
116678,365,64943,12,0,1
102817,653,33624,18,1,1
196328,701,102162,13,1,1
88204,841,68018,38,1,1
61875,468,38863,37,1,1
51539,322,27659,48,0,1
21523,723,3123,199,1,1
120421,846,15399,22,0,0
130546,429,55773,26,1,1
176572,536,6710,14,1,1
87476,575,10561,16,0,0
98947,747,49660,48,0,0
58625,500,33337,41,1,1
95202,653,75348,39,1,1
117931,419,39182,33,0,1
26351,508,21020,76,0,1
96704,763,19876,42,0,0
136577,459,75368,6,1,1
36785,704,14113,100,1,1
123658,501,83593,25,0,1
156372,736,1569,11,0,0
56259,455,4211,12,1,1
90365,429,34177,33,0,1
75709,733,45282,45,1,1
153564,470,80331,26,1,1
187283,387,100926,9,0,1
187802,559,75983,23,1,1
26298,679,10172,123,0,1
69229,449,41739,31,1,1
167829,520,14085,17,0,1
48385,639,26657,49,0,0
110434,843,8866,42,0,0
157343,821,84744,27,0,0
86920,369,37942,10,0,1
83436,365,54171,33,1,1
109110,377,44276,17,0,1
186279,405,136017,12,0,1
101341,769,47171,25,0,0
31026,312,14215,37,1,1
93880,758,64839,13,1,1
29461,393,2219,152,0,1
192243,405,139180,16,0,1
46956,746,7992,23,1,1
122042,734,56364,31,0,0
169094,781,115960,17,1,1
72943,503,28120,21,0,1
30927,628,11906,22,0,0
69700,561,43180,40,0,1
130620,635,93482,25,0,1
116893,552,32380,24,0,0
62754,589,26421,24,1,1
44710,779,22964,81,0,1
198603,638,71171,20,1,1
163668,796,114902,27,0,1
73056,306,52687,20,1,1
61311,773,32391,27,1,1
175327,527,84009,12,0,1
36051,468,5121,72,1,1
131796,409,1579,15,1,1
22006,848,16463,190,0,1
187486,767,146639,10,0,1
144548,780,98897,24,0,1
151403,599,42817,9,0,0
191041,816,53014,15,0,0
22259,753,5798,46,0,0
57108,585,13678,24,1,1
148151,521,7793,33,1,1
193595,757,25624,18,1,1
197695,786,99618,6,1,1
111715,708,60671,28,1,1
30667,686,8685,128,0,1
89734,316,49056,6,0,1
93806,441,50789,52,1,1
140296,505,17670,12,0,1
87730,549,2741,52,1,1
114855,591,89049,31,0,1
33125,416,17149,81,0,1
106180,338,6748,10,0,1
59686,729,3013,9,0,0
125205,657,75949,33,0,1
142873,644,60731,30,0,0
103530,595,66587,36,0,1
148973,391,25496,29,0,1
169541,712,24931,21,1,1
83561,817,51769,38,1,1
60833,323,7004,30,1,1
192333,717,96647,17,0,0
57221,617,36305,53,1,1
175253,470,34694,21,1,1
30327,335,22555,162,0,1
163157,700,7505,29,0,0
194729,686,84788,3,0,0
166663,646,55649,14,0,0
50026,710,14298,95,0,1
81465,627,56378,39,0,1
176833,505,24438,3,0,1
29887,353,20503,132,0,1
164977,754,15936,23,0,0
159380,345,70039,10,0,1
93054,366,72271,28,0,1
182958,535,69815,4,0,1
129355,734,32777,8,1,1
64667,846,2620,72,0,1
55941,739,5376,69,1,1
140288,562,111992,24,0,1
77747,375,3381,13,1,1
196775,550,114416,2,1,1
178508,758,133078,25,1,1
44815,427,10170,56,1,1
144353,717,85887,19,0,0
126308,797,63775,26,0,0
149824,790,114997,20,0,1
162263,521,122482,19,0,1
162802,838,88394,29,1,1
43011,706,11581,109,1,1
65061,462,28860,26,1,1
136353,827,2467,28,0,0
188710,706,104592,5,1,1
69089,850,1044,65,1,1
172248,547,28832,15,0,1
109495,788,61929,33,0,0
104598,807,39847,28,0,0
166025,678,7458,24,1,1
38989,597,26336,33,1,1
121589,637,73277,30,0,1
56457,660,23997,54,0,1
159690,751,85972,6,0,0
157778,738,8350,4,1,1
21143,488,5419,104,0,1
137232,803,84814,20,1,1
184222,538,5367,25,0,1
24723,426,5912,47,1,1
36726,819,28381,83,0,1
92151,475,4009,46,1,1
59121,485,15880,26,0,1
178525,515,5109,7,1,1
30970,313,21936,121,0,1
55678,567,26224,29,1,1
88042,762,32354,32,1,1
26522,634,4015,141,1,1
122505,676,89904,25,1,1
33028,689,17152,122,0,1
189329,611,98695,11,0,0
106587,367,50914,21,1,1
193712,728,135771,14,0,1
152822,503,74605,15,0,1
191681,739,42948,24,1,1
76579,744,55386,40,1,1
102100,546,4840,14,1,1
115661,837,1599,31,1,1
61698,718,37756,72,0,1
98844,549,45199,33,0,1
26233,612,2952,98,1,1
176206,479,71553,22,1,1
63302,308,31007,13,0,1
65145,500,3993,64,1,1
79579,801,56347,17,1,1
186444,653,2254,26,0,0
36629,731,11979,38,1,1
112890,339,18387,43,0,1
110045,323,25247,43,0,1
74976,651,58980,26,0,1
141633,571,91002,35,0,1
148836,638,11311,11,0,0
57286,544,24107,83,0,1
63743,710,13101,44,1,1
59056,744,25923,83,0,1
49100,352,24820,80,1,1
158550,497,94704,26,1,1
96691,650,35018,10,1,1
178237,382,61856,24,1,1
40550,788,30552,119,1,1
113711,620,29825,43,1,1
129544,438,25441,27,0,1
139440,504,58968,15,1,1
45026,443,21805,23,1,1
130933,470,34728,25,0,1
131231,329,34756,29,0,1
191705,752,42886,16,0,0
131121,539,80102,8,1,1
25289,540,12010,180,0,1
149517,360,44986,16,0,1
181361,446,110778,7,1,1
197392,402,57443,8,1,1
159202,843,41445,4,1,1
192378,598,40912,24,0,0
116809,548,40030,26,1,1
198132,448,47059,20,0,1
84570,561,62784,16,1,1
135753,687,25222,26,0,0
106831,599,4182,40,1,1
70877,387,47350,55,0,1
85203,746,49825,53,0,1
29996,460,20177,161,1,1
51117,409,2035,50,1,1
199128,417,123604,24,0,1
109058,365,29000,31,0,1
49240,737,6464,28,0,0
148233,534,21397,30,0,1
175635,552,20796,17,1,1
77103,771,51987,43,1,1
27052,667,19509,51,1,1
20256,752,5784,232,1,1
117821,501,34331,7,1,1
33400,310,1192,49,0,1
156509,549,65797,26,0,1
101180,654,23295,8,1,1
124796,763,7190,24,0,0
91355,308,27963,48,1,1
199527,770,92222,24,1,1
160632,449,104390,12,1,1
152379,398,10898,5,0,1
137022,476,7352,7,1,1
83880,550,50190,27,0,1
162997,617,20516,9,0,0
81609,848,36841,58,0,1
81878,477,51524,8,0,1
196191,696,32865,20,1,1
128877,309,71447,15,0,1
84365,689,2655,52,1,1
175323,613,128426,27,1,1
68283,347,2516,11,1,1
41179,563,26576,28,0,1
22316,767,15211,55,0,1
166965,673,85054,4,0,0
76804,769,35674,7,1,1
48869,382,18355,93,1,1
88037,672,62946,36,0,1
110208,646,16058,27,0,0
132141,810,31975,7,1,1
199399,419,132340,24,1,1
131583,546,47448,32,1,1
55251,711,29876,54,0,1
117584,672,28193,31,1,1
71274,837,49984,50,1,1
63482,443,46048,30,1,1
38047,609,26803,64,1,1
66113,806,14421,49,0,0
97819,413,60910,9,1,1
199358,605,27808,8,1,1
97469,823,15771,20,1,1
130493,512,35331,24,1,1
85602,697,50428,29,1,1
146625,322,50467,13,0,1
27420,584,8205,147,1,1
125267,532,46156,8,0,1
175676,416,44952,27,1,1
120480,637,30236,36,1,1
31450,570,13357,26,0,0
41484,762,5203,38,0,0
145780,427,26241,26,0,1
160633,416,92294,21,1,1
145949,642,59746,33,1,1
94674,759,8455,48,1,1
55342,409,9142,67,0,1
163205,719,130478,16,1,1
155471,397,82239,26,0,1
133421,378,28690,27,1,1
83767,396,27229,37,0,1
176336,772,93379,16,1,1
128637,405,79208,25,1,1
77126,799,34234,54,0,1
170459,516,15038,23,1,1
63696,348,14577,19,0,1
40148,736,12405,93,0,1
50125,698,13744,38,1,1
83459,378,44178,42,1,1
31903,617,2844,139,0,1
196306,467,94652,22,1,1
155237,640,30479,24,1,1
81451,426,32577,18,1,1
178271,457,85451,8,1,1
134804,578,79669,7,0,0
166184,368,67600,27,1,1
67055,408,47312,25,0,1
29783,424,13948,136,0,1
113849,564,28251,10,1,1
81277,396,26533,31,0,1
178101,548,124284,3,1,1
193402,645,13095,23,1,1
114991,775,83527,12,1,1
167430,480,121822,7,1,1
106146,395,53489,30,0,1
74052,520,31832,61,0,1
138704,329,91755,26,0,1
145520,531,2468,16,0,1
54761,475,12189,86,1,1
181671,837,17077,11,1,1
68451,540,21491,48,1,1
44679,402,21316,106,1,1
64091,603,18743,64,0,1
61246,586,25107,34,0,0
135138,721,92953,20,0,1
195192,827,18072,16,1,1
91818,308,38356,49,0,1
149759,659,82395,11,0,0
142541,339,41769,18,0,1
105141,395,84025,47,0,1
66945,694,44738,14,0,1
188559,504,101487,13,1,1
67510,479,42561,10,0,1
145903,691,57725,20,1,1
64008,655,16185,31,1,1
169076,556,18150,6,0,0
182820,536,34244,13,1,1
97085,302,56658,30,0,1
69236,576,13538,46,0,0
196828,829,61312,20,0,0
74706,783,7719,39,1,1
180509,560,134098,4,1,1
95489,479,33648,24,0,1
182587,436,87447,22,1,1
137903,575,45567,13,0,0
62752,835,25459,72,1,1
185558,308,112914,11,1,1
105657,514,79766,24,0,1
126130,636,34897,6,1,1
164034,835,1593,11,0,0
91819,439,67670,44,1,1
92029,591,53686,48,1,1
133675,740,78207,25,1,1
24299,718,15993,49,0,1
173155,352,69383,6,1,1
41179,326,27162,46,1,1
46903,644,32485,65,1,1
133281,633,86540,3,1,1
162296,817,124690,20,0,1
120757,803,39342,40,1,1
73584,590,25113,25,1,1
105895,319,43494,21,0,1
127206,718,31058,33,1,1
101491,346,35641,13,0,1
38900,782,20261,103,0,1
136838,427,5363,18,0,1
34600,546,11607,116,1,1
65201,685,34696,37,0,0
85370,829,38686,55,0,1
166613,353,102020,29,0,1
154256,659,3483,12,0,0
40831,444,18998,82,1,1
42035,513,25873,12,1,1
116697,450,61249,31,1,1
118578,786,29342,6,1,1
128777,450,26467,6,1,1
86513,611,37865,57,0,1
125635,820,50482,35,0,0
47512,850,10865,20,0,0
117198,750,56270,42,0,0
32534,759,5064,59,1,1
93384,665,61496,37,1,1
197000,723,102744,7,0,0
136522,620,67773,5,1,1
89459,807,36732,33,1,1
94779,814,19132,28,1,1
136949,770,109242,15,0,1
144832,698,56036,24,1,1
26559,571,1738,55,1,1
142485,663,41386,7,1,1
72355,605,5982,14,1,1
74446,512,41762,11,0,1
188650,347,73813,22,0,1
117675,707,67353,24,0,0
96154,569,33003,28,1,1
115802,551,24631,23,0,0
127903,740,83745,5,0,1
88217,777,11312,7,0,0
84360,615,48405,51,1,1
40621,813,20384,103,1,1
41063,388,4335,99,1,1
76370,758,27331,30,1,1
101778,613,59809,35,1,1
153883,718,64813,25,0,0
140994,721,88977,22,1,1
180985,316,35908,16,1,1
109939,683,70042,5,0,1
63010,538,1236,32,0,1
150122,732,113114,15,0,1
92938,792,32715,53,1,1
60780,368,4591,35,1,1
76696,390,26463,51,1,1
100826,796,60122,24,0,0
164641,392,60478,13,1,1
88458,766,40642,27,0,0
69277,635,18200,64,1,1
24374,470,17533,81,1,1
113676,384,90385,35,1,1
101289,808,40642,35,0,0
43638,508,6003,66,0,1
57055,663,25503,67,0,1
129683,625,11293,30,1,1
183053,839,96598,21,0,0
148177,635,115927,18,0,1
99583,377,73613,16,1,1
114635,831,50386,10,1,1
182747,482,142043,10,0,1
174034,525,25038,14,0,1
71400,845,54682,12,1,1
69565,565,47109,19,0,1
61152,405,25246,73,1,1
33637,404,3074,48,1,1
143779,497,12885,16,0,1
125271,390,33697,14,0,1
188064,664,52321,15,0,0
104076,528,25878,7,0,1
97812,310,58796,35,0,1
32439,717,21116,88,1,1
103824,767,57643,30,0,0
105337,610,74185,12,0,1
57056,716,40187,79,1,1
